root	leaf	logFC_root_leaf	PValue_root_leaf	FDR_root_leaf
AT1G01010	11.6373981115643	10.9277733511538	0.0920367730828485	0.599557867323251	1
AT1G01020	6.3862999422321	5.95387897907434	0.101496514831817	0.615169525165367	1
AT1G01030	0.651871908587549	1.01129012436126	-0.634135179868427	0.185709933601573	0.840857554564004
AT1G01040	9.07493884209099	8.92641315784374	0.0238126131648633	0.847840692173457	1
AT1G01050	46.0592638755679	47.405061749783	-0.0408540283212087	0.763998702086696	1
AT1G01060	8.83371293581152	10.9098341224747	-0.304381635774354	0.0196524521271125	0.290908133230135
AT1G01070	8.37694753731211	11.9001896959992	-0.505418424725753	0.00202960281591484	0.0671234346447502
AT1G01080	5.37449812443162	6.31219059866402	-0.231375447275685	0.267053532572872	0.943129302968418
AT1G01090	106.625799085135	88.7455337838699	0.264568127370815	0.0261677811720549	0.342072437816782
AT1G01100	186.077012953182	160.586778401667	0.212503379972456	0.0505892156744502	0.478109839883395
AT1G01110	4.99836737819013	4.86119694756985	0.0403265248735887	0.860844883446552	1
AT1G01120	60.9230907932025	47.4069235162096	0.361410672879885	0.00260884845867809	0.081199300328256
AT1G01130	1.12592339967265	0.913382982885985	0.298353469455459	0.500166441693577	1
AT1G01140	1.59125443861848	1.38710481567924	0.200830153830333	0.566347319004682	1
AT1G01150	0.223964303699328	0.157499016890275	0.465798452314315	0.657637515198545	1
AT1G01160	13.3410670474124	14.9949414096576	-0.167411329838731	0.278020300260332	0.960144748938766
AT1G01170	3.83714355734288	4.33646725498593	-0.173201898672918	0.620784313827873	1
AT1G01180	11.3805782568486	11.633100922896	-0.0310908013840245	0.857871503324426	1
AT1G01190	24.8912893430045	42.4950758767604	-0.770709367374604	3.10787921241471e-05	0.00319902038931811
AT1G01200	5.36828008771919	6.45778223851181	-0.265328203355882	0.193654036942382	0.851824129330985
AT1G01210	13.9791547366759	13.3833124714981	0.0628522807998494	0.690523110607762	1
AT1G01220	7.86361868185987	8.53544520525674	-0.119049681609632	0.419092157723727	1
AT1G01225	8.60722754833983	9.7224563352944	-0.175066820671438	0.347848413558143	1
AT1G01230	22.508536244812	22.6997336773434	-0.0113438667781532	0.948563579253777	1
AT1G01240	10.2520666053348	11.6116199793644	-0.181406455525212	0.34034105247061	1
AT1G01250	0.280416564414983	0.353368020895367	-0.292994159378713	1	1
AT1G01260	11.463288246615	12.0585210112546	-0.0723744982057673	0.653574498262503	1
AT1G01280	0	0	0	1	1
AT1G01290	10.0244157820396	12.3067147296667	-0.296376914397594	0.0691845784223608	0.558906457607801
AT1G01300	62.9210015081538	68.1791609452136	-0.11591352410861	0.300589864582463	0.988217631448216
AT1G01305	0	0	0	1	1
AT1G01310	0.102206660725083	0.155975938027109	-0.565073468173344	1	1
AT1G01320	5.1602102105589	5.47957162238267	-0.087299552669809	0.516527372462452	1
AT1G01335	0	0	0	1	1
AT1G01340	9.18849656227148	8.23543048393183	0.157978878313706	0.284869641780156	0.970535002457644
AT1G01350	12.3743653308668	15.1188759021643	-0.289479797089387	0.0537484863780913	0.492554068399161
AT1G01355	0.713337421340455	0.603040694522154	0.237600158231554	0.761405457608847	1
AT1G01360	17.6732610128822	21.8805117695601	-0.308640935698522	0.046351174348309	0.456583987317052
AT1G01370	3.42008687961812	3.92613967545975	-0.201319646961727	0.366496114880441	1
AT1G01380	3.54447906291979	3.08501951655909	0.206198419495817	0.588009301317225	1
AT1G01390	0	0	0	1	1
AT1G01400	0	0	0	1	1
AT1G01410	0	0	0	1	1
AT1G01420	1.9008476702019	2.82937497937975	-0.567027045833657	0.113742706823476	0.695409143456777
AT1G01430	16.2849737814837	15.8134283338198	0.0417258958442385	0.777579527883708	1
AT1G01440	6.61541368776059	6.46225024328829	0.0341469108848112	0.846266009508199	1
AT1G01450	0	0	0	1	1
AT1G01453	3.75952276754073	4.74073713044296	-0.330589390999774	0.215473238256748	0.882241805824911
AT1G01460	0	0	0	1	1
AT1G01470	35.4196068453391	38.2739021016769	-0.111154792319659	0.502137028807473	1
AT1G01480	3.89895769417132	2.92608745886472	0.414135677041859	0.0639575004649633	0.538416154923782
AT1G01490	19.0617326418056	21.6553340290753	-0.183625398444908	0.148391581501693	0.770061524624441
AT1G01500	5.48362877475771	5.32395609040882	0.045345425873597	0.872810014561584	1
AT1G01510	25.2998883545743	25.8066431757596	-0.0283539236113016	0.820270893324002	1
AT1G01520	0.36937140399816	0.181198795148542	1.0296139457128	0.187849775702579	0.842908072967111
AT1G01530	0.193294751328082	0	4.07006837158922	0.143232152500094	0.761310624800679
AT1G01540	22.8472401577548	21.4497895938391	0.0905748172106665	0.475648416720515	1
AT1G01550	84.7780426785883	88.1660509412124	-0.0563865636986311	0.649259238045382	1
AT1G01560	0.576161091807255	0.283227933257253	1.00293147707386	0.0634738267519885	0.536094400929595
AT1G01570	2.8010344318081	2.33905641086237	0.262808783519738	0.310220330676938	0.997420297098624
AT1G01580	2.36762465487773	3.77032376146745	-0.668145625058888	0.0702639039524016	0.560742958198046
AT1G01590	0.0556661277163396	0.0276950048967891	0.883798632975158	0.698143934653864	1
AT1G01600	5.35196569279929	4.05914786410593	0.401550362246926	0.0970237659017023	0.647292406079416
AT1G01610	50.3780923575471	40.9063083561533	0.300742918107584	0.00985968670914989	0.189394066251851
AT1G01620	509.268453503058	567.635799048087	-0.156505824573408	0.148775484348947	0.771034628769022
AT1G01630	26.7183902926965	23.0365678918454	0.214604773023304	0.104208828885892	0.669152159876394
AT1G01640	16.1081547543438	19.9045177353528	-0.305411472785934	0.0385582960026854	0.420298662915524
AT1G01650	7.96463198476012	9.14099450854792	-0.199208953875108	0.152493580931414	0.777686925617072
AT1G01660	2.21137379121379	2.13483533360552	0.0523834593631025	0.901175150280536	1
AT1G01670	2.61146528371132	3.09088804808826	-0.241017279495987	0.285459097613201	0.971069733841269
AT1G01680	0	0.0471088460695189	-3.18752887861917	0.507453956121305	1
AT1G01690	3.91039669484497	3.43418450751837	0.185409768708398	0.379534311974289	1
AT1G01695	0.157370841871485	0.185973991493678	-0.24934763749986	1	1
AT1G01700	0.570545962522693	0.633942750294397	-0.143535447819083	0.820232470428118	1
AT1G01710	13.4145576999483	13.3783783398999	0.00440983578989827	0.985192464291771	1
AT1G01715	2.25226229035391	3.459083699935	-0.619923697850055	0.0364002093222447	0.407655644989099
AT1G01720	30.4325837948429	29.2307004309006	0.0592246955389488	0.698527308431564	1
AT1G01725	2.57184557137946	3.06772786138072	-0.255507326507248	0.454734428964124	1
AT1G01730	14.1917834590542	16.1823680416812	-0.189917049398462	0.254629978346831	0.939133581514408
AT1G01740	3.13253880768764	4.24539657588816	-0.43946799636265	0.0413889155208493	0.433495261150724
AT1G01750	6.84418009377012	5.22735797691007	0.391281200917565	0.12847527934636	0.737598935090037
